id,age,gender,race,income,stake,challenge,response,0,0,comments,comments,likes,challenge,response,0,0,comments,comments,likes
119,55,FeUnspecified,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,4,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,2
120,12,Unspecified,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,0,7,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,5
121,48,FeUnspecified,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,4,3,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,5
122,34,Unspecified,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,0,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,3
123,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,2,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,3
124,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,1,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,7
125,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,2,0,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,7
126,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,0,6,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,6
127,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,3,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,1
128,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,6,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,7
129,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,3,5,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,1
130,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,0,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,2
131,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,4,2,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,2
132,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,1,5,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,5
133,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,4,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,7
134,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,1,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,7
135,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,2,5,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,1
136,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,5,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,2
137,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,2,7,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,6
138,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,4,3,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,0
139,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,4,7,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,3
140,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,5,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,1
141,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,1,6,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,1
142,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,1,2,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,1
143,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,2,2,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,7
144,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,1,7,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,5
145,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,0,7,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,6
146,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,7,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,7
147,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,4,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,1
148,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,3,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,0
149,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,3,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,7
150,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,4,6,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,0
151,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,4,0,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,4
152,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,3,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,2
153,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,0,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,5
154,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,3,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,7
155,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,2,5,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,1
156,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,0,2,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,1
157,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,7,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,4
158,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,0,7,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,3
159,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,2,5,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,5
160,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,3,7,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,7
161,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,0,5,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,6
162,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,1,5,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,2
163,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,4,7,2346,This is pretty fun,5,1.25,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,6
164,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,7,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,0
165,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,3,4,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,7
166,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,1,1,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,4
167,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,4,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,6
168,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,4,7,2346,What the hell is going on here?,-4,-0.5714285714285714,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,4
169,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,4,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,1,2
170,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,6,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,2
171,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,6,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,7
172,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,6,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,2
173,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,5,2346,Who are you?,0,0,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,0
174,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,0,0,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,7
175,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,3,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,3
176,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,1,2346,I really hate mean people that are terrible,-6,-0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,6
177,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,1,6,2346,I love you and I love this game,6,0.75,wondeful insight.\you have no idea what you are talking about.\best comment ever.,3,1
178,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,2,5,2346,I love awesome things are great,10,1.6666666666666667,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,4
179,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,2,1,2346,One time I ate a disgusting sandwich,-3,-0.42857142857142855,wondeful insight.\you have no idea what you are talking about.\best comment ever.,0,0
180,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,3,5,2346,One time I ate a disgusting sandwich,-3,-0.42857142857142855,wondeful insight.\you have no idea what you are talking about.\best comment ever.,2,1
181,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,3,,One time I ate a disgusting sandwich,-3,-0.42857142857142855,wondeful insight.\you have no idea what you are talking about.\best comment ever.,4,0
182,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,7,,,,,
183,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,3,0,,,,,
184,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,3,,,,,
185,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,1,7,,,,,
186,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,1,7,,,,,
187,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,4,,,,,
188,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,6,,,,,
189,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,5,,,,,
190,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,2,7,,,,,
191,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,6,,,,,
192,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,0,7,,,,,
193,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,1,,,,,
194,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,0,,,,,
195,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,1,,,,,
196,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,2,,,,,
197,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,1,5,,,,,
198,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,2,6,,,,,
199,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,6,,,,,
200,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,0,,,,,
201,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,0,,,,,
202,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,1,5,,,,,
203,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,4,7,,,,,
204,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,1,2,,,,,
205,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,3,,,,,
206,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,1,,,,,
207,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,6,,,,,
208,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,3,6,,,,,
209,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,2,,,,,
210,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,4,5,,,,,
211,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,4,,,,,
212,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,6,,,,,
213,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,7,,,,,
214,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,2,,,,,
215,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,0,0,,,,,
216,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,2,3,,,,,
217,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,7,,,,,
218,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,1,,,,,
219,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,5,,,,,
220,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,2,,,,,
221,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,0,6,,,,,
222,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,3,7,,,,,
223,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,2,1,,,,,
224,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,5,,,,,
225,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,0,6,,,,,
226,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,6,,,,,
227,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,3,6,,,,,
228,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,2,1,,,,,
229,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,3,1,,,,,
230,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,0,2,,,,,
231,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,4,4,,,,,
232,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,4,2,,,,,
233,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,4,3,,,,,
234,12,Male,white,$0 - $25000,Student,2334,This is pretty fun,5,1.25,I love this!\this is the worst thing ever,4,5,,,,,
235,48,Female,white,$0 - $25000,Worker,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,1,7,,,,,
236,34,Male,white,$0 - $25000,Teacher,2334,I really hate mean people that are terrible,-6,-0.75,I love this!\this is the worst thing ever,0,7,,,,,
237,33,Male,white,$0 - $25000,Worker,2334,I love awesome things are great,10,1.6666666666666667,I love this!\this is the worst thing ever,2,2,,,,,
238,18,Male,white,$0 - $25000,Student,2334,Who are you?,0,0,I love this!\this is the worst thing ever,0,4,,,,,
239,55,Female,white,$0 - $25000,Worker,2334,What the hell is going on here?,-4,-0.5714285714285714,I love this!\this is the worst thing ever,0,3,,,,,
