user_id,stake,race,gender,education,income,zip_code,birth_year,how_discovered,prior_participation,communication_with_government,worked_in_planning,goal_in_playing,coins,challenges_completed
2878,Student,White,Female,Bachelor's Degree,$50k - $75k,19104,1988,From a friend,No,No communication,Yes,Learn about issues in my community,290,40%
2776,,White,Male,Master's Degree,$50k - $75k,19143,1980,From a local blog,Yes,"Yes, through personal meetings",Yes,Haven't thought about it,240,33%
2990,Community Organizer or Activist,White,Male,Bachelor's Degree,$50k - $75k,19101,1946,From the city,Yes,"Yes, by letter",Yes,Share my ideas about how to change my community,1280,100%
2759,"Community Organizer or Activist, Lives in, Works In",White,Female,Bachelor's Degree,$50k - $75k,19143,1989,From the city,Yes,"Yes, by letter",Yes,Share my ideas about how to change my community,60,6%
2973,,White,Male,Bachelor's Degree,$50k - $75k,19143,1983,From a local blog,No,"Yes, by email",No,Learn about issues in my community,40,4%
2401,"Community Organizer or Activist, Lives in, Student, Volunteer",White,Female,Bachelor's Degree,$50k - $75k,,1993,From an organization (i.e. boys and girls club),Yes,"Yes, through social media",Yes,Learn about issues in my community,1300,100%
3250,Works In,White,Female,Master's Degree,$50k - $75k,19147,1984,From the city,Yes,"Yes, through community meetings",No,Learn about issues in my community,130,25%
2270,Works In,White,Female,Bachelor's Degree,$50k - $75k,19119,1978,From a friend,No,"Yes, through social media",No,Share my ideas about how to change my community,1100,67%
2251,Lives in,White,Male,Doctoral Degree,$50k - $75k,19104,1952,From a friend,Yes,"Yes, through personal meetings",Yes,Haven't thought about it,1380,100%
3289,,White,Male,Bachelor's Degree,$50k - $75k,19104,1982,From an organization (i.e. boys and girls club),Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,580,33%
2648,"Educator, Student",White,Male,Bachelor's Degree,$50k - $75k,19104,1985,From an organization (i.e. boys and girls club),unspecified,"Yes, through community meetings",unspecified,Connect with decision makers,710,46%
3319,Business Owner,White,Male,Master's Degree,$50k - $75k,19104,1955,From an organization (i.e. boys and girls club),Yes,"Yes, by letter",Yes,Haven't thought about it,530,33%
2346,Lives in,White,Female,Master's Degree,$50k - $75k,19139,1984,From an organization (i.e. boys and girls club),No,"Yes, by email",Yes,Share my ideas about how to change my community,1310,100%
3387,"Lives in, Student",White,Male,Master's Degree,$50k - $75k,19143,1989,From a local blog,No,"Yes, by letter",No,Meet other people in my community,100,8%
2378,Observer,White,Female,Master's Degree,$50k - $75k,19128,1974,From the city,Yes,"Yes, through personal meetings",Yes,Learn about issues in my community,170,31%
2392,Student,White,Female,Master's Degree,$50k - $75k,19104,1989,From an organization (i.e. boys and girls club),Yes,No communication,No,Connect with decision makers,260,33%
3334,"Lives in, Student",White,Female,Master's Degree,$50k - $75k,19143,1988,From a local blog,No,"Yes, by email",No,Learn about issues in my community,1140,67%
2309,"Community Organizer or Activist, Lives in, Works In",White,Male,Bachelor's Degree,$50k - $75k,19104,1986,From an organization (i.e. boys and girls club),Yes,"Yes, by email",No,Learn about issues in my community,210,33%
2833,,White,Female,Master's Degree,$50k - $75k,19146,1984,From a friend,Yes,"Yes, by email",unspecified,Share my ideas about how to change my community,40,4%
2306,"Lives in, Works In",White,Male,Master's Degree,$50k - $75k,19104,1983,From the city,Yes,"Yes, through personal meetings",Yes,Share my ideas about how to change my community,1370,100%
2331,Works In,White,Female,Bachelor's Degree,$50k - $75k,19146,1985,From the city,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,1420,100%
2634,"Educator, Lives in, Works In",White,Female,Master's Degree,$50k - $75k,19143,1980,From a local blog,No,"Yes, by email",unspecified,Connect with decision makers,1610,100%
2245,,White,Male,Bachelor's Degree,$50k - $75k,19147,1988,From a friend,Yes,No communication,No,Haven't thought about it,110,21%
2381,Lives in,White,Female,Master's Degree,$50k - $75k,19143,1982,From the city,No,"Yes, by letter",unspecified,Share my ideas about how to change my community,880,67%
2784,"Lives in, Student, Works In",White,Male,Bachelor's Degree,$50k - $75k,19139,1989,From an organization (i.e. boys and girls club),No,"Yes, by email",No,Learn about issues in my community,120,12%
2399,Student,White,Female,Bachelor's Degree,$50k - $75k,19102,1987,From the city,Yes,No communication,Yes,Share my ideas about how to change my community,80,12%
3495,Lives in,White,Male,Bachelor's Degree,$50k - $75k,19143,1985,From a local blog,No,No communication,Yes,Share my ideas about how to change my community,480,44%
2593,Lives in,White,Female,Master's Degree,$50k - $75k,,1978,From an organization (i.e. boys and girls club),No,"Yes, by email",unspecified,Connect with decision makers,210,33%
3524,Lives in,White,Male,Bachelor's Degree,$50k - $75k,19143,1988,From a local blog,No,No communication,No,Haven't thought about it,700,35%
3274,Community Organizer or Activist,White,Female,Bachelor's Degree,$50k - $75k,19143,1984,From the city,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,210,33%
3221,"Lives in, Observer, Volunteer",White,Female,Bachelor's Degree,$50k - $75k,19139,1989,From a local blog,Yes,"Yes, through social media",Yes,Share my ideas about how to change my community,200,33%
2305,,White,Female,Master's Degree,$50k - $75k,19143,1977,From an organization (i.e. boys and girls club),Yes,No communication,No,Haven't thought about it,270,33%
2283,Community Organizer or Activist,White,,Bachelor's Degree,$50k - $75k,,1989,From the city,unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,920,100%
2366,Lives in,White,Male,Doctoral Degree,$50k - $75k,19143,1981,From a local blog,No,No communication,No,Connect with decision makers,1050,75%
2429,Observer,White,Female,Master's Degree,$50k - $75k,19147,1982,From the city,No,No communication,No,Connect with decision makers,210,33%
2817,Lives in,White,Female,Bachelor's Degree,$50k - $75k,19143,1974,From a friend,No,No communication,Yes,Connect with decision makers,550,46%
3431,,White,unspecified,Bachelor's Degree,$50k - $75k,19143,1987,From a local blog,No,No communication,Yes,Connect with decision makers,1090,67%
3461,Observer,White,Male,Master's Degree,$50k - $75k,19026,1989,From a local blog,Yes,"Yes, by email",No,Learn about issues in my community,420,33%
2697,Observer,White,Female,Bachelor's Degree,$50k - $75k,19147,1987,From the city,No,No communication,unspecified,Learn about issues in my community,10,2%
2355,Observer,White,Male,Bachelor's Degree,$50k - $75k,19145,1980,From the city,Yes,"Yes, by email",No,Share my ideas about how to change my community,260,33%
2777,Community Organizer or Activist,White,Female,Bachelor's Degree,$50k - $75k,19125,1988,From a local blog,Yes,"Yes, by letter",Yes,Connect with decision makers,1100,85%
3644,Student,White,Female,Bachelor's Degree,$50k - $75k,19147,1985,From a friend,No,"Yes, by email",No,Learn about issues in my community,710,33%
3541,Observer,White,Male,Professional Degree,$50k - $75k,19130,1977,From a friend,No,"Yes, through community meetings",No,Learn about issues in my community,540,35%
2590,"Community Organizer or Activist, Lives in, Volunteer",White,Male,Bachelor's Degree,$50k - $75k,19143,1985,From an organization (i.e. boys and girls club),No,"Yes, by phone",unspecified,Share my ideas about how to change my community,1160,85%
3408,Lives in,White,Female,Master's Degree,$50k - $75k,19143,1976,From a local blog,No,"Yes, by email",Yes,Share my ideas about how to change my community,200,27%
2607,Student,White,Male,Bachelor's Degree,$50k - $75k,,1986,From a friend,No,"Yes, by email",No,Connect with decision makers,240,33%
3377,,White,Female,Bachelor's Degree,$50k - $75k,19139,1983,From a local blog,Yes,No communication,No,Learn about issues in my community,40,4%
2453,Lives in,White,Female,Master's Degree,$50k - $75k,,1987,From a friend,No,No communication,Yes,Share my ideas about how to change my community,310,38%
3386,Lives in,White,Male,Bachelor's Degree,$50k - $75k,19139,1981,From an organization (i.e. boys and girls club),Yes,"Yes, by email",Yes,Connect with decision makers,460,33%
3588,Lives in,White,Male,Master's Degree,$50k - $75k,19143,1973,From the city,Yes,Other,unspecified,Share my ideas about how to change my community,520,33%
2615,Student,White,Female,Bachelor's Degree,$50k - $75k,19104,1989,From an organization (i.e. boys and girls club),No,No communication,No,Haven't thought about it,200,33%
2781,Works In,White,Male,Some College,$50k - $75k,19139,1988,From a local blog,No,No communication,No,Haven't thought about it,80,12%
3467,"Educator, Observer",White,Male,Bachelor's Degree,$50k - $75k,19127,1986,From a local blog,No,"Yes, by email",No,Share my ideas about how to change my community,40,2%
3072,"Observer, Student",White,Female,Bachelor's Degree,$50k - $75k,70802,1985,From a local blog,Yes,"Yes, by email",No,Learn about issues in my community,110,15%
2253,,White,Male,Master's Degree,$50k - $75k,,1984,From a friend,unspecified,"Yes, through community meetings",unspecified,Connect with decision makers,140,12%
2316,Works In,White,Female,Master's Degree,$50k - $75k,19125,1982,From the city,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,360,46%
2360,Lives in,White,Female,Master's Degree,$50k - $75k,19139,1983,From the city,No,"Yes, through community meetings",Yes,Learn about issues in my community,960,100%
3610,Lives in,White,Male,Bachelor's Degree,$50k - $75k,19143,1973,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,560,33%
2236,"Lives in, Works In",White,Female,Bachelor's Degree,$50k - $75k,,1989,From an organization (i.e. boys and girls club),unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,1420,100%
3393,Lives in,White,Female,Doctoral Degree,$50k - $75k,19143,1987,From a local blog,No,No communication,No,Share my ideas about how to change my community,460,33%
3645,Student,White,Male,Master's Degree,$50k - $75k,19147,1982,From an organization (i.e. boys and girls club),No,"Yes, through community meetings",Yes,Share my ideas about how to change my community,710,33%
2787,"Lives in, Student, Works In",White,Female,Bachelor's Degree,$50k - $75k,19104,1992,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,300,33%
2363,"Community Organizer or Activist, Lives in, Volunteer",White,Male,Master's Degree,$50k - $75k,19104,1981,From the city,Yes,unspecified,Yes,Haven't thought about it,140,29%
2824,Lives in,White,Female,Bachelor's Degree,$50k - $75k,19143,1983,From the city,Yes,"Yes, by email",unspecified,Haven't thought about it,150,12%
2358,Works In,,Female,Professional Degree,$50k - $75k,,1982,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,1350,79%
2254,Lives in,Asian,Female,Master's Degree,$25k - $50k,19143,1986,From a local blog,Yes,"Yes, by email",unspecified,Share my ideas about how to change my community,240,33%
3630,Student,Black or African American,Male,High School or less,$25k - $50k,19143,1996,From a friend,Yes,"Yes, by phone",No,Share my ideas about how to change my community,440,33%
3082,Volunteer,Black or African American,Female,Associate's Degree,$25k - $50k,19050,1965,From an organization (i.e. boys and girls club),Yes,"Yes, by email",Yes,Learn about issues in my community,1100,67%
2685,Community Organizer or Activist,Black or African American,Female,Some College,$25k - $50k,19143,1955,From the city,No,"Yes, through community meetings",Yes,Share my ideas about how to change my community,650,42%
2761,,Black or African American,Male,Some College,$25k - $50k,19121,1988,From the city,No,Other,No,Share my ideas about how to change my community,20,2%
3537,"Educator, Lives in",unspecified,unspecified,Doctoral Degree,$25k - $50k,19143,1983,From a local blog,No,No communication,Yes,Share my ideas about how to change my community,970,67%
3422,,unspecified,unspecified,unspecified,$25k - $50k,19104,1984,From a local blog,Yes,No communication,No,Haven't thought about it,380,33%
2403,Business Owner,unspecified,Male,Bachelor's Degree,$25k - $50k,,1988,From an organization (i.e. boys and girls club),No,No communication,No,Haven't thought about it,350,48%
2972,"Community Organizer or Activist, Educator, Lives in",Multiracial,Female,Master's Degree,$25k - $50k,19143,1985,From a friend,No,"Yes, by email",Yes,Share my ideas about how to change my community,200,27%
3583,,Multiracial,Male,Bachelor's Degree,$25k - $50k,19104,1987,From a local blog,No,"Yes, through social media",Yes,Share my ideas about how to change my community,200,17%
2235,,Multiracial,Female,Master's Degree,$25k - $50k,19143,1988,From the city,No,"Yes, through personal meetings",No,Share my ideas about how to change my community,1270,67%
2347,Works In,White,Female,Bachelor's Degree,$25k - $50k,,1990,,unspecified,"Yes, by email",unspecified,Learn about issues in my community,1290,98%
2920,Observer,White,Male,Bachelor's Degree,$25k - $50k,19147,2000,From a local blog,Yes,"Yes, through social media",Yes,unspecified,230,25%
3504,,White,Male,Bachelor's Degree,$25k - $50k,48912,1988,From a local blog,Yes,"Yes, by email",Yes,Learn about issues in my community,520,33%
3223,"Lives in, Student, Works In",White,Male,Master's Degree,$25k - $50k,19104,1988,From a friend,Yes,"Yes, through personal meetings",No,Share my ideas about how to change my community,220,33%
2359,Lives in,White,Female,Master's Degree,$25k - $50k,19143,1984,From a friend,Yes,"Yes, by email",No,Learn about issues in my community,320,44%
3593,,White,Female,Bachelor's Degree,$25k - $50k,19143,1986,From a local blog,No,"Yes, by email",No,Connect with decision makers,630,33%
3245,"Community Organizer or Activist, Educator, Lives in",White,Female,Bachelor's Degree,$25k - $50k,19104,1988,From an organization (i.e. boys and girls club),No,"Yes, by phone",Yes,Share my ideas about how to change my community,200,33%
2277,Lives in,White,Female,Bachelor's Degree,$25k - $50k,,1982,From a friend,unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,40,4%
2250,,White,Female,Bachelor's Degree,$25k - $50k,,1983,From a friend,unspecified,No communication,unspecified,Share my ideas about how to change my community,200,33%
3277,Lives in,White,Female,Master's Degree,$25k - $50k,19143,1940,From an organization (i.e. boys and girls club),Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,280,33%
3595,Student,White,Male,Bachelor's Degree,$25k - $50k,19146,1991,From an organization (i.e. boys and girls club),Yes,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,30,2%
2632,Observer,White,Male,Bachelor's Degree,$25k - $50k,19115,1988,From a local blog,Yes,"Yes, by email",Yes,Connect with decision makers,300,33%
3597,Lives in,White,Female,Bachelor's Degree,$25k - $50k,19146,1984,From a friend,No,"Yes, by letter",No,Share my ideas about how to change my community,630,29%
2244,"Business Owner, Community Organizer or Activist, Lives in",White,Male,Some College,$25k - $50k,,1973,From the city,unspecified,"Yes, through community meetings",unspecified,,590,44%
3708,"Lives in, Volunteer",White,Female,Bachelor's Degree,$25k - $50k,19143,1984,From a friend,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,630,33%
3531,,White,Male,Bachelor's Degree,$25k - $50k,19123,1985,From a local blog,Yes,"Yes, through personal meetings",Yes,Learn about issues in my community,1080,67%
2447,,White,Male,Bachelor's Degree,$25k - $50k,19143,1986,From the city,Yes,No communication,Yes,Share my ideas about how to change my community,900,67%
2599,Lives in,White,Male,Bachelor's Degree,$25k - $50k,19104,1981,From a local blog,Yes,"Yes, through personal meetings",Yes,Learn about issues in my community,1640,100%
3337,Lives in,White,Female,Bachelor's Degree,$25k - $50k,19143,1988,From a local blog,No,"Yes, by email",No,Learn about issues in my community,100,12%
2668,Volunteer,White,Female,Bachelor's Degree,$25k - $50k,98122,1989,From a local blog,Yes,"Yes, by phone",unspecified,unspecified,840,67%
3513,Student,White,Male,Some College,$25k - $50k,19103,1991,From a local blog,No,"Yes, through personal meetings",No,Learn about issues in my community,100,8%
3018,"Lives in, Student, Works In",White,Female,Master's Degree,$25k - $50k,19104,1987,From a friend,Yes,"Yes, through social media",Yes,Connect with decision makers,1410,96%
2873,Lives in,White,Female,Master's Degree,$25k - $50k,19103,1985,From a local blog,No,No communication,Yes,Learn about issues in my community,210,33%
3509,,White,Male,Master's Degree,$25k - $50k,19107,1985,From a local blog,Yes,"Yes, through social media",No,Share my ideas about how to change my community,510,33%
2782,Works In,White,Male,Master's Degree,$25k - $50k,19102,1983,From a local blog,unspecified,"Yes, through social media",unspecified,Learn about issues in my community,1070,83%
2943,Community Organizer or Activist,White,Male,Professional Degree,$25k - $50k,19143,1948,From an organization (i.e. boys and girls club),Yes,"Yes, by letter",Yes,Share my ideas about how to change my community,20,4%
3604,,White,Female,Bachelor's Degree,$25k - $50k,19104,1988,From a local blog,Yes,"Yes, through community meetings",No,Haven't thought about it,470,31%
2757,"Lives in, Works In",White,unspecified,Bachelor's Degree,$25k - $50k,19143,1977,From a friend,No,"Yes, by email",unspecified,Connect with decision makers,1650,100%
3225,,White,Female,Bachelor's Degree,$25k - $50k,19139,1980,From a local blog,unspecified,No communication,No,Share my ideas about how to change my community,270,35%
2275,,White,Female,Master's Degree,$25k - $50k,,1987,From a local blog,unspecified,No communication,unspecified,,1450,100%
2227,Observer,White,Male,Master's Degree,$25k - $50k,,1983,From the city,unspecified,"Yes, through community meetings",unspecified,Haven't thought about it,1610,100%
2337,Observer,White,Female,Master's Degree,$25k - $50k,,1954,From a friend,unspecified,,unspecified,Haven't thought about it,1350,100%
2610,Community Organizer or Activist,White,unspecified,Bachelor's Degree,$25k - $50k,19104,1984,From an organization (i.e. boys and girls club),Yes,No communication,Yes,Share my ideas about how to change my community,820,79%
2308,Lives in,White,Male,Master's Degree,$25k - $50k,,1987,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,1450,100%
3009,Lives in,White,Female,Master's Degree,$25k - $50k,19146,2000,From a friend,No,"Yes, by email",unspecified,Learn about issues in my community,40,4%
3385,Lives in,White,Male,Bachelor's Degree,$25k - $50k,19143,1967,From a local blog,No,"Yes, by email",No,Haven't thought about it,460,38%
2339,Lives in,White,Male,Bachelor's Degree,$25k - $50k,19139,1989,From the city,No,"Yes, by email",No,Share my ideas about how to change my community,310,33%
2773,"Community Organizer or Activist, Lives in, Volunteer, Works In",White,Male,Bachelor's Degree,$25k - $50k,19104,1963,From a friend,Yes,"Yes, through community meetings",Yes,Connect with decision makers,180,29%
2427,,White,Female,Master's Degree,$25k - $50k,19144,1957,From the city,Yes,"Yes, by email",Yes,Learn about issues in my community,1000,98%
3714,Lives in,White,Male,Bachelor's Degree,$25k - $50k,19143,1987,From an organization (i.e. boys and girls club),Yes,"Yes, by letter",No,Learn about issues in my community,690,33%
2274,Student,White,Male,Bachelor's Degree,$25k - $50k,19107,1990,From a local blog,No,"Yes, through personal meetings",Yes,Share my ideas about how to change my community,1450,100%
2341,Observer,White,Male,Bachelor's Degree,$25k - $50k,,1982,From a friend,unspecified,"Yes, through personal meetings",unspecified,Meet other people in my community,1540,100%
2440,,White,Female,Master's Degree,$25k - $50k,19102,1988,From the city,Yes,"Yes, by phone",No,Share my ideas about how to change my community,530,54%
2849,Student,White,Female,Bachelor's Degree,$25k - $50k,19146,1985,From the city,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,290,33%
2628,Lives in,White,Male,Bachelor's Degree,$25k - $50k,19104,2000,From an organization (i.e. boys and girls club),Yes,"Yes, by email",unspecified,Share my ideas about how to change my community,360,29%
2374,Observer,White,Male,Master's Degree,$25k - $50k,19107,1970,From the city,unspecified,unspecified,unspecified,unspecified,920,77%
2750,Business Owner,White,Male,Some College,$25k - $50k,19143,1959,From the city,Yes,"Yes, by email",Yes,Haven't thought about it,60,10%
2417,"Lives in, Works In",White,unspecified,Bachelor's Degree,$25k - $50k,,1963,From a local blog,Yes,"Yes, through community meetings",No,Meet other people in my community,1470,100%
2450,Observer,White,Female,Bachelor's Degree,$25k - $50k,,1983,From the city,No,No communication,No,Learn about issues in my community,100,6%
2226,Observer,,,,$25k - $50k,,,,unspecified,,unspecified,,290,33%
2233,Works In,,,,$25k - $50k,,,From the city,unspecified,,unspecified,,1020,67%
2354,Observer,White,Female,Master's Degree,,,1979,From a friend,unspecified,"Yes, through personal meetings",unspecified,Connect with decision makers,490,52%
2258,,White,Male,Doctoral Degree,,,1951,From a local blog,unspecified,,unspecified,Learn about issues in my community,1290,100%
2333,,White,Male,Master's Degree,,,1976,From the city,unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,1230,100%
2322,Lives in,White,Female,Some College,,,1939,From an organization (i.e. boys and girls club),unspecified,"Yes, by phone",unspecified,Haven't thought about it,1380,100%
3653,Student,,,,,,,,unspecified,,unspecified,,380,27%
3458,Business Owner,,,,,,,,unspecified,,unspecified,,100,8%
3654,Student,,,,,,,,unspecified,,unspecified,,450,29%
3599,"Community Organizer or Activist, Religious Leader",,,,,,,,unspecified,,unspecified,,150,12%
3580,Observer,,,,,,,,unspecified,,unspecified,,20,2%
2947,,,,,,,,,unspecified,,unspecified,,90,19%
2722,,,,,,,,,unspecified,,unspecified,,10,2%
2876,,,,,,,,,unspecified,,unspecified,,90,10%
3634,,,,,,,,,unspecified,,unspecified,,90,6%
3396,Student,,,,,,,,unspecified,,unspecified,,20,2%
3629,,,,,,,,,unspecified,,unspecified,,320,21%
3656,"Educator, Student",,,,,,,,unspecified,,unspecified,,530,29%
3624,Student,,,,,,,,unspecified,,unspecified,,30,2%
3343,Lives in,,,,,,,,unspecified,,unspecified,,200,17%
3701,Student,,,,,,,,unspecified,,unspecified,,260,17%
3543,,,,,,,,,unspecified,,unspecified,,20,2%
3625,,,,,,,,,unspecified,,unspecified,,30,2%
3452,,,,,,,,,unspecified,,unspecified,,20,2%
3685,,,,,,,,,unspecified,,unspecified,,110,8%
2717,Educator,,,,,,,,unspecified,,unspecified,,70,12%
2336,Educator,,,,,,,,unspecified,,unspecified,,10,2%
2921,"Community Organizer or Activist, Lives in",,,,,,,,unspecified,,unspecified,,340,35%
3255,,,,,,,,,unspecified,,unspecified,,30,4%
3437,Student,,,,,,,,unspecified,,unspecified,,160,17%
2724,,,,,,,,,unspecified,,unspecified,,50,6%
3688,,,,,,,,,unspecified,,unspecified,,110,8%
3492,Observer,,,,,,,,unspecified,,unspecified,,60,8%
2922,,,,,,,,,unspecified,,unspecified,,320,48%
3379,,,,,,,,,unspecified,,unspecified,,60,8%
3217,,,,,,,,,unspecified,,unspecified,,60,4%
2879,Student,,,,,,,,unspecified,,unspecified,,180,29%
2230,Observer,,,,,,1976,,unspecified,"Yes, by email",unspecified,Haven't thought about it,510,33%
3613,,,,,,,,,unspecified,,unspecified,,80,4%
3639,,,,,,,,,unspecified,,unspecified,,170,12%
2314,,,,,,,,,unspecified,,unspecified,,140,31%
3436,,,,,,,,,unspecified,,unspecified,,40,4%
3560,Observer,,,,,,,,unspecified,,unspecified,,180,10%
2638,Observer,,,,,,,,unspecified,,unspecified,,80,12%
2683,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,40,4%
3623,Student,,,,,,,,unspecified,,unspecified,,170,8%
2633,,,,,,,,,unspecified,,unspecified,,40,6%
2796,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,80,12%
3098,Lives in,,,,,,,,unspecified,,unspecified,,40,6%
2791,Works In,,,,,,,,unspecified,,unspecified,,60,8%
3307,,,,,,,,,unspecified,,unspecified,,20,2%
3563,Lives in,,,,,,,,unspecified,,unspecified,,250,17%
3224,Observer,,,,,,,,unspecified,,unspecified,,90,8%
3272,,,,,,,,,unspecified,,unspecified,,20,2%
3439,,,,,,,,,unspecified,,unspecified,,40,2%
3626,Student,,,,,,,,unspecified,,unspecified,,110,8%
3635,,,,,,,,,unspecified,,unspecified,,290,19%
3174,Lives in,,,,,,,,unspecified,,unspecified,,10,2%
2767,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,100,12%
3342,,,,,,,,,unspecified,,unspecified,,250,27%
3678,,,,,,,,,unspecified,,unspecified,,290,23%
3328,,,,,,,,,unspecified,,unspecified,,160,17%
2804,Lives in,,,,,,,,unspecified,,unspecified,,140,31%
3332,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,20,2%
3283,,,,,,,,,unspecified,,unspecified,,20,2%
3530,,,,,,,,,unspecified,,unspecified,,210,12%
3602,,,,,,,,,unspecified,,unspecified,,90,8%
3606,,,,,,,,,unspecified,,unspecified,,170,8%
2408,,,,,,,,,unspecified,,unspecified,,10,2%
3298,Lives in,,,,,,,,unspecified,,unspecified,,40,4%
3506,,,,,,,,,unspecified,,unspecified,,120,8%
2446,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,20,2%
2612,,,,,,,,,unspecified,,unspecified,,40,6%
3712,,,,,,,,,unspecified,,unspecified,,110,8%
2249,Lives in,,Female,Bachelor's Degree,,,1975,From a friend,unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,440,44%
2659,Lives in,,,,,,,,unspecified,,unspecified,,170,25%
2770,,,,,,,,,unspecified,,unspecified,,10,2%
3529,,,,,,,,,unspecified,,unspecified,,20,2%
3637,,,,,,,,,unspecified,,unspecified,,110,8%
3627,,,,,,,,,unspecified,,unspecified,,230,12%
3600,Lives in,,,,,,,,unspecified,,unspecified,,170,8%
2671,Lives in,,,,,,,,unspecified,,unspecified,,20,2%
2769,Works In,,,,,,,,unspecified,,unspecified,,160,12%
3670,,,,,,,,,unspecified,,unspecified,,230,12%
3620,,,,,,,,,unspecified,,unspecified,,30,2%
2768,,,,,,,,,unspecified,,unspecified,,80,15%
3440,,,,,,,,,unspecified,,unspecified,,120,10%
2621,,,,,,,,,unspecified,,unspecified,,140,23%
3715,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,140,10%
3660,,,,,,,,,unspecified,,unspecified,,380,27%
2831,,,,,,,,,unspecified,,unspecified,,10,2%
3687,Lives in,,,,,,,,unspecified,,unspecified,,210,12%
3646,,,,,,,,,unspecified,,unspecified,,80,4%
3469,Works In,,,,,,,,unspecified,,unspecified,,110,8%
3528,,,,,,,,,unspecified,,unspecified,,60,8%
3707,,,,,,,,,unspecified,,unspecified,,180,10%
3622,Student,,,,,,,,unspecified,,unspecified,,30,2%
3680,,,,,,,,,unspecified,,unspecified,,230,12%
3313,,,,,,,,,unspecified,,unspecified,,40,4%
2949,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,210,17%
2686,,,,,,,,,unspecified,,unspecified,,20,2%
3683,"Lives in, Observer, Student",,,,,,,,unspecified,,unspecified,,230,12%
3317,,,,,,,,,unspecified,,unspecified,,230,25%
3228,Observer,,,,,,,,unspecified,,unspecified,,60,6%
3368,,,,,,,,,unspecified,,unspecified,,100,12%
3681,,,,,,,,,unspecified,,unspecified,,60,4%
3445,,,,,,,,,unspecified,,unspecified,,20,2%
3628,,,,,,,,,unspecified,,unspecified,,170,8%
3689,Community Organizer or Activist,,,,,,,,unspecified,,unspecified,,120,8%
2400,Student,,,,,,,,unspecified,,unspecified,,40,8%
