score,comparative,popular,user_id,challenge_id,response,likes_num,replies_num,replies
0,0,1,2990,182,No\nThere is too much auto traffic for me to think about using a bicycle.  Only highly experienced cyclists should be out on the streets.,0,1,"But you have to start somewhere? Who do you consider a highly experienced bicyclist? I think that following proper safety measures is more important than experience. And a healthy dose of fear can sometimes be a good thing for keeping you out of trouble. I have been biking in the city for about 10 years now and never been hit by a car. I suppose I am experienced now, but you have to start somewhere. Its a great mode of transportation for getting around the city."
1,0.012820513,0,2990,171,"Rezoning to allow people to live above the stores is a good idea.
But the real issue is safety, the type of people on the street,and the low quality of goods on Lancaster Avenue.  I am on Lancaster Avenue almost every day, but I never go in a store for those reasons.  I tried a laundromat there--but it charged higher prices than those in UC, often there were no working washers, and it was populated by beggers.",0,0,
1,0.0625,0,2990,169,No\nUnsure how safe it would be.  Also too busy earning a living to use trails,0,0,
0,0,0,2990,167,"[[[39.95652574440601, -75.23765283203124]]]\nNever had any reason to go there",0,0,
8,0.093023256,0,2990,162,"Fix the schools so more people lived in the City
Encourage good paying jobs so there was money in the city--which would also help--
     eliminate graffiti and trash on the streets
     reduce crime
Develop a co-op system for small businesses that would buy in bulk for them to help them compete against the suburban shopping and big box stores
(improving transportation to the shopping centers only serves to reduce the shopping at the neighborhood stores--exactly the opposite of what Celia needs)",0,0,
3,0.052631579,1,2990,161,Why not continue to use the property for education?  A big deterrent to people living in Philadelphia is the poor education system.  If we want to get people to live in USW there must be a good school system.  It should not be necessary for students to travel long distances to go to school.,1,0,
4,0.093023256,1,2990,159,"Something like Liberty Place (but smaller) with stores on the first floor of two, then office or doctors type use just above, with residential on the floors above.
Also need lots of security--the nearby housing project makes any useful use of this land unlikely",1,0,
1,0.008928571,1,2990,156,"Make the fares better.  There is no transfer between the trains and the buses except for those that ride often enough to justify a Trailpass.  Again, frequency is poor and connections are difficult.  In his case more loop buses like the Lucy (to other areas) might be helpful--but again they quit far too early.  I often get to 30th St Station after they have quit at 7PM
Extending PATCO westward into UC might help--provided there was one integrated fare system.  In fact we have 3 fare systems for many people living or working in NJ (SEPTA, PATCO, NJT) which is a big disincentive to the use of transit.",1,0,
-8,-0.064,1,2990,152,"No\nConvenience is being able to get on close by.  Also this was tried on the Rt 47 and was a disaster.  When the bus stops at every corner people can get on and pay their fare while the bus goes to the next corner.  When there are few stops, people line up and it takes a long time to get on--in fact during the wait more people arrive to add tot the problem.  Timekeeping became a disaster on Rt 47 and many people had difficulty getting on as the buses became totally packed.
Time would be saved by putting on a few more trolleys at busy times to reduce the dwell time at stops and by giving them priority at traffic lights.",1,0,
-2,-0.014285714,3,2990,150,"Public transportation, but it needs to run frequently.  Often I have to walk because the service is so infrequent--one can go quite a distance in 20 or 30 minutes.  It also needs to start earlier.  I often have to get up hours early because only the MF night owl runs and go far out of my way on the few night buses.  The Rt 40 and 38 start way too late, as do many of the regional rail lines--even worse on weekends--they should run 24x7 every 30 minutes.
Poor frequency means that trips involving only a little actual travel time can require hours of time because of the long wait at each transfer point.
The traffic lights do not allow enough time for walkers.  Often the timer has run down before I am even 1/2 way across.",3,0,
0,0,1,2990,145,"There is a lot of room, many vacant lots and abandoned buildings.  Just look north of Market Street between trolley 10 and MFSE.  There is also a large vacant lot ad 43rd & Baltimore (rt 34).  A vast vacant area in the vicinity of 49th and Grays  (rt 36).  There are numerous vacant buildings along and near the trolley lines that could be torn down and replaced with something useful
But would be best if the new buildings used a traditional style that fit in with the surroundings and were built to last instead of particle board and stucco.",1,0,
-3,-0.028571429,2,2990,142,"Electronics, Office Supply\nIt is a bother to haul paper from Staples in Center City.  With all the students why isn't there one near the Universities.  Going all the way to Radnor to Micro Center is a real pain--so much so that I normally find it easier to go to one in norther NJ with someone else.  Again with thousands of students here, why can't we have a complete computer store?
Building supplies are also hard to get in the neighborhood.  Apparently everyone is supposed to buy an automobile and drive to the suburbs--which defeats the purpose of living close to Center City.",2,0,
0,0,0,2990,136,"RM-3
Students should be housed within the campus",0,0,
11,0.101851852,1,2990,129,"The issue is the USW needs some good shops.  I seldom buy anything here except at Fresh Grocer at 40 & Walnut.  She would also save money by going outside the City where the tax is less--another disincentive.
Thus I do not pay much attention to the opening and closing of the local small stores
For example, would be nice to have a Staples in UC so one did not have to carry stuff back from Center City, but even there one closed a year ago.
Also as indicated several questions ago, the area needs good jobs.  When one does not have much money, one seldom buys anything.",1,0,
4,0.097560976,0,2990,127,"No
As a city, the population needs to decide that education is important and to support students.  Education seems to be a low priority to most Philadelphians.  I seldom see students carrying even one book.  What happened to homework?",0,0,
2,0.011560694,0,2990,124,"That is a small loss, almost accountable by difficulties counting accurately.
I think most of them left because the jobs have left.  Our country's shortsighted politicians and business owners sent the jobs to China and other poor countries.  Pennsylvania is not a good place to locate--the state government is too busy being Applachia to attract any real economic development--we do not invest in infrastructure like other countries, states, and regions do.  SEPTA is falling apart, while about 20 cities in France have built brand new light rail systems in the last few years.  Even the bus lines have disappeared--it is no longer even possible to make a day trip to Reading--just a few miles away--without an automobile.  Successful cities know how to get good things done! In addition locally Philadelphia has a lack of civic minded politicians and civic leaders.  We have lost the company headquarters that used to make the city important to the national and world economy--we have become just an over size backward small town.",0,0,
-6,-0.049180328,0,2990,119,"Buses\nBuses because there are so many routes and usually they are the only mode to get there.  Also they are more dependable because when something goes wrong the driver opens the door so passengers can get the next bus or find an alternative.  Problems on Regional Rail are not frequent, but when they happen passengers are trapped in the train for hours.  The el is my most often used single route, but as the question is asked buses are used more often in total.
Also, why is the box to indicate answer hidden at the bottom?  It does not show on my screen unless I specifically scroll to the bottom so I have had to type several answers twice!",0,0,
0,0,0,2990,121,"[[[39.95527568564655, -75.1832361755371]]]\nMarket Street at Schuylkill Avenue and at 30th Street",0,0,
1,0.035714286,0,2990,117,"Yes, from time to time.\nSEPTA or walk if that is faster than waiting for the next bus
Frequency is between the time to time and almost every day choice",0,0,
1,0.02173913,0,2990,112,"[[[39.95468354457488, -75.18100457763671]]]\nThe map does not show any near 30th Street Station so there is no competition.  Many people pass through the station daily.  There is a large lunch business there.  People waiting for trains deserve better food than the fast food now available",0,0,
0,0,0,2990,111,No I think it shows far too much bright green,0,0,
0,0,0,2990,110,"Because of the universities and hospitals, also the Science Center",0,0,
0,0,0,2990,106,"We should have time to think about this, why does it lock up if we do not have a quick answer?",0,0,
-2,-0.095238095,0,2990,108,"[[[39.95645995240937, -75.18392282104492]]]\nSEPTA service is poor so I spend a lot of time waiting for trains, trolleys, subways at 30th St Station",0,0,
0,0,0,2990,107,"None\nI am too busy doing other activities; the recreation centers are mostly for children, not senior citizens",0,0,
0,0,0,2759,145,"I definitely see more and more families living along the trolley routes, in particular the 34 and 13.",0,0,
0,0,0,2759,142,Postage/Parcel,0,0,
0,0,0,2759,136,Mixed residential,0,0,
1,0.027027027,0,3270,285,None of these\nThey are not close to my house and I haven't been attracted to using it since I have kids and there are no playgrounds. I do want to check out the new Penn Park though.,0,0,
8,0.275862069,0,3270,195,A new park along the Schuylkill River near Bartram's garden\nI would love having a new park along the river! I recommend having a nice playground facility and bike paths.,0,0,
0,0,0,3270,197,"[[[39.948038054287956, -75.2191134033203]], [[39.97382684210495, -75.21190362548828]], [[39.962512551145615, -75.17722802734374]]]",0,0,
4,0.08,0,3270,175,"I think these businesses will have a positive impact because they will encourage more people to stay in the district instead of going to center city or elsewhere. I would visit chains near 30th, but would still go to local stores more often because they are walkable and more convenient.",0,0,
3,0.046153846,0,3270,179,"I do most of my shopping locally on foot, by bike, or on the trolley\nI do all the shopping I can as close to my house as possible. Most of this shopping is on Baltimore Ave between 45th and 50th. I would like to see more stores in this area to increase the amount of shopping I can do here, without going to Target, etc.",0,0,
3,0.115384615,1,3270,173,"[[[39.94988043311215, -75.19233422851562]]]\nI do not know much about zoning. It would be nice to have zoning for single family homes close to the river and the trail.",0,1,A variety of housing styles needs to be built in a close proximity to each other in order to create a livable neighborhood! 
3,0.075,0,3270,174,"I think this is a great idea and would support that area to become more attractive to current residents and new residents. Something needs to be done with that space. It is a huge amount of ugly, unutilized space. ",0,0,
4,0.086956522,0,3270,177,"I love the photos in the resource section. All look attractive. I think it is important to keep it as affordable housing though, even if it is redone to look nicer. Affordable housing needs to be a priority in UCD to prevent as much gentrification. ",0,0,
6,0.206896552,1,3270,288,"Building parks and trails on the river that you could reach by 49th, 54th, or 58th streets\nIt would be great to have better access to the river and trails!",0,1,If there was a way to link up the river trail with something out to Cobbs Creek Parkway- and the Kelly/MLK drive- that would expand and connect a vibrant recreation corridor.
19,0.168141593,1,3270,283,"More physically separated bike lanes on city streets, A riverfront trail from Bartram's Garden to City Center\nI already have a bike and enjoy biking in the city, however the biggest deterant to biking for me is when it does not feel safe biking on certain roads. I would also like to be able to bike with my sons on a tagalong bike and feel more comfortable with them being on the streets. Separate bike lanes would be a huge improvement! I love the areas, like Spruce and Pine in center city, where the bike lane is separate and away from the cars. I also would love more trail biking close to University City!",1,0,
0,0,0,3270,184,"Removing the right lane of parking on Chestnut Street from 40th to the river to create separate bus and bike lanes, Increasing financial incentives for employees in University City to take transit",0,0,
2,0.035714286,0,3270,182,"Yes\nYes, this idea makes a lot of sense. I think the more convenient it is to bike, the more likely people will bike. I would use this if I were commuting by train daily, but would not feel comfortable leaving my bike locked up for several days in a row if I took a longer trip.",0,0,
7,0.073684211,1,3270,162,"I would want to make better housing options for her in areas where she would have easier access to the services she needs. It would be great for University City to have an active adult community building that would be affordable for all, maybe based on a sliding payment scale. I would suggest this building include, or be close to, all necessary store and resources that would be needed for that community. Also, I would suggest adding the services and stores that are lacking in the area she lives so that area can thrive. ",1,0,
0,0,0,3270,161,"Day camp/afterschool program for kids. A new charter or private school, similar to Penn Alexander. Mini- mall with clothing and shoe stores.",0,0,
4,0.129032258,0,3270,159,I would like to see a clothing or shoe store. Maybe an ice cream shop or smoothies. Healthy fast food options. Housing options for people who commute with the El. ,0,0,
7,0.259259259,0,3270,156,"Encourage more people to walk, bike and take public. He could take public to make his commute better if there is a good train line to catch.",0,0,
-1,-0.052631579,0,3270,152,No\ntrolleys are very convenient currently and taking away stops would not make it  easier for me to use.,0,0,
5,0.087719298,0,3270,150,"The city should encourage biking, walking and public transportation. Biking by continuing to create bike lanes and enforcing bike theft penalties. Walking by increasing safety (many people out, security and police). My parents live in Northwest Philly. I would love to be able to get there easily on public, but it is difficult and time consuming currently.",0,0,
4,0.117647059,2,3270,145,"Yes! I think the project at the old West Philly High would be great for this. Also, the Apple Storage building had been a possibility for apartments, maybe it could be made into Condos?",2,0,
6,0.142857143,0,3270,142,"Clothing\nThere are no, or minimal clothing stores in West Philly/University City. I would love to have a store where I could walk to buy clothes a shoes. And the kind of store that is better quality than forman mills, but not expensive.",0,0,
0,0,0,3270,136,I don't know enough about zoning to answer this question.,0,0,
2,0.074074074,0,3270,111,I am surprised about how much of the area has access to healthy food. I wonder if this is an accurate portrayal of Southwest Philadelphia particularly. ,0,0,
2,0.068965517,0,3270,110,"Lots of businesses, and people who support the local businesses in the area. Universities and hospitals. Many middle class families. I think they work at the Universities and Hospitals.",0,0,
0,0,0,3270,108,"[[[39.94816965442092, -75.2187700805664]]]\nClark Park, Calvary Center for Culture and Service, Cedar Park, Malcolm X Park, Viene Tien, Discovery Charter School",0,0,
8,0.275862069,0,3270,107,48th and Woodland (Comegys)\nI like the spray park for my kids in the summer. The playground is nice. The baseball fields are also nice for whiffle ball and football.,0,0,
8,0.216216216,0,3270,106,"Clark Park. It is simply beautiful to see many different people from the neighborhood enjoying playing on the playground, walking their dog, eating a picnic, playing catch, reading, etc. It is a beautiful, well utilized green space.",0,0,
0,0,0,3001,129,?,0,0,
-1,-1,0,3001,127,no,0,0,
0,0,0,3001,124,I don't know,0,0,
0,0,0,3001,121,"[[[39.94614627439941, -75.21319108581542]]]",0,0,
0,0,0,3001,119,Trolleys,0,0,
1,0.2,0,3001,117,"Yes, almost every day\nBy car.",0,0,
0,0,0,3001,112,"[[[39.921350898439734, -75.2497120437622]]]\nI don't know...",0,0,
1,0.071428571,0,3001,111,"I'm not exactly sure where I live on the map, but I'm guessing yes.",0,0,
0,0,0,3001,110,"I don,t know, I'm only a kid.",0,0,
0,0,0,3001,107,"None\nI""m not exactly sure what your talking about.",0,0,
0,0,0,3001,106,penn park i play catch in there a lot,0,0,
0,0,0,3001,108,"[[[39.96313340563719, -75.16599493598937]]]\nmy new school",0,0,
9,0.14516129,1,2430,175,"Chain stores are not positive in the long run. Efforts need to be made to help people like Marcel succeed. Part of the issue are the rents, but also there needs to be concerted effort to encourage folks to ""buy local"" both in terms of shopping in the community, but also supporting local business owners. That way money stays in the community",1,0,
2,0.066666667,0,2430,179,"I mostly drive to large chain stores, but sometimes I ride the trolley\nI don't live in the area, but would not feel like there were sufficient options if I did",0,0,
6,0.090909091,0,2430,174,"Without specifically linking the economic development with technical training and improved education, it will have a minimal effect on local residents in need of work. The economic development plan needs to be tied with job training.
Secondly, I think extensive efforts should be taken to encourage local businessowners and entrepreneurs to develop businesses in the community. There needs to be a much stronger sense of local ownership",0,0,
0,0,1,2430,177,"The external appearance is secondary to the quality of the housing facilities themselves. The danger of upgrading the look to something more contemporary is that it will be priced out of an affordable range. 40 the and Market, near UC District is a very desirable. I am not saying don't give them a new look, but make sure they are solidly built, whatever the external appearance.",1,0,
0,0,0,2430,288,"Redesigning Myers Recreation Center to include more space to walk, sit, and for kids to play\nOf the three Myers seems the most dilapidated and in need of upgrade - not to say the other two do not.",0,0,
3,0.036144578,1,2430,283,"More physically separated bike lanes on city streets, A secure bike parking facility at 30th Street Station, More bike parking in the neighborhoods, A riverfront trail from Bartram's Garden to City Center\nRight now bikers and car drivers mix in a dangerous way. Part of the problem is the bikers themselves, weaving in and and out of car traffic, but also the infrastructure does not encourage biking except for the very brave or very stupid. These innovation move us toward a more bike-friendly environment.",1,0,
-5,-0.051020408,0,2430,184,"Placing stops every 2-3 blocks in congested areas, Removing the right lane of parking on Chestnut Street from 40th to the river to create separate bus and bike lanes, Increasing financial incentives for employees in University City to take transit\nHaving a bus stop every 3 blocks and having to walk a block would not be too much of a burden for most. While removing parking on Chestnut will increase parking pressure elsewhere the goal should be to be less auto-friendly. For this reason encouraging UC employees to take public alternatives would all be part of a comprehensive plan",0,0,
1,0.038461538,0,2430,182,"Yes\nI would use it as a way to get around the city, if in fact the bikes were well maintained the streets had clear bike lands",0,0,
3,0.096774194,1,2430,171,"It certainly depends on the nature of Marcel's business. Improving the sidewalk and lighting would be a start, but for many people that part of the community does not feel safe",1,0,
0,0,0,2430,169,Not Sure\nGetting to Bartram's Garden goes through a deteriorating area. I might use from Center City to Bartram and back jsut for run.But if I wanted to just go to Center City it would not make sense to go all the way south to Bartrams,0,0,
-1,-0.047619048,0,2430,167,"[[[39.9704722185847, -75.20271974182128]]]\nI have no knowledge of the area, so don't consider more or less dangerous than other parts of the district",0,0,
4,0.064516129,2,2430,162,"University City has a shuttle service that currently does not service Kingsessing. As a first step I would recommend that this service be extended to people in the Kingsessing neighborhood. Also I would recommend community organizers work with the Kingsessing Council and other neighborhood groups to develop a plan for revitalizing the businesses on Chester Ave, with a focus on local ownership",2,0,
3,0.09375,0,2430,161,"If Penn or Drexel are looking to expand, I would recommend that the land be sold to them. It is in their district and would limit displacement by other forms of development",0,0,
4,0.08,1,2430,159,"Because of the EL it is not an attractive place for a business, except for the warehouse style business there like Forman Mills and Aldy's. Perhaps it could be zoned for small manufacturing. The other thing would be to build a parking lot to encourage commuters going into the city",1,0,
1,0.015625,5,2430,156,"CHOP may want to consider a shuttle for its employees from 30th St. Also if the rent a bike program comes, perhaps Kevin can get exercise from 30th to his work. From Radnor he only has SEPTA choices that take him to 30th St (R5) or 69th St. Perhaps another option would be a bus from 69th St to his side of the city",5,0,
-6,-0.24,0,2430,152,"Yes\nWalking 2-3 blocks is not a hardship. Perhaps late at night stops could be more frequent, but during the day it is not a problem",0,0,
2,0.041666667,1,2430,150,"We don't want to increase auto traffic any more than it already is. Continue to develop bike lanes and public transportation options. The toughest place to get to for me from WSW is directly north (East Falls; Manayunk, etc). One must go into center city and then out.",1,0,
1,0.013888889,0,2430,145,"I think there are more than enough options for young professionals. In a sense we want to keep a balance between middle/upper middle class folks and lower income folks. to increase the ""options"" for young professionals will drive long time residents away. Sarah needs to fit in not expect the community to change for her. Yes there is petty crime, but it is much safer than most other places in the city",0,0,
3,0.058823529,0,2430,142,"Groceries, Clothing, Drug Store, Bodega, Hardware, Electronics, Office Supply\nI prefer business that are small and can be locally owned. There are enough convenience stores throughout the community, as well as nail/hair salons. Furthermore, efforts need to be made to encourage local ownership. Keep chains and big box stores to a minimum",0,0,
1,0.025641026,0,2430,136,"RSA-3; RM-1 - While the need for student housing is great around UPenn, we want to maintain the residential nature of the community. Too many large box buildings while efficient for student housing destroy the character of the community",0,0,
1,0.04,1,2436,285,"Penn Park\nA great stroll between Hospitals and 30th Street. 
However I think that not setting a side a bikeway through the park was a mistake.",1,0,
3,0.1,2,2436,195,"A new park along the Schuylkill River near Bartram's garden\nThey all are great projects, but the new park along the Schuylkill will offer open space access for the entire neighborhood.",2,0,
0,0,5,2436,197,"[[[39.9483122303175, -75.19037444001901]]]\nA station at University City Station would be heavily used.",3,2,"I agree. I think a lot of people see UCity Regional Rail Station as just too far from work to make it a practical commute option. With enough bikeshare bikes at this location, I think you'd see people taking the train more and then finishing the trip by bike. And that goes for the existing HUP/CHOP bldgs as well as what's planned for the east side of the river. \\ I second this one. Didn't think about it when answering this question, but a very good call."
1,1,0,2436,175,Yes,0,0,
0,0,0,2436,179,Other (explain in your comment)\nI try to use the most appropriate and convenient option for my trip.,0,0,
0,0,1,2436,173,"[[[39.93799183092261, -75.23084359915833]]]\nNot to be specific but any area with sufficient vacant land surrounded by other single family homes is appropriate.",0,1,A variety of housing styles needs to be built in a close proximity to each other in order to create a livable neighborhood! 
-3,-0.04109589,1,2436,174,"This type of development often means suburban office park, not unlike what we have seen take place at the Navy Yard and much worse the area surrounding the Airport and the far Northeast. 
Delaware River Waterfront Corporation's Master Plan should be the model here, assuring that the area remains urban dense and walkable.
Whatever happens here the park and trail should be set aside and developed in the early part of the time frame",1,0,
0,0,1,2436,177,Dense mixed use structures that match the character of the surrounding neighborhoods.,1,0,
1,0.026315789,0,2436,288,"Building parks and trails on the river that you could reach by 49th, 54th, or 58th streets\nA linear park along the river would open up new vistas and provide new recreation and transportation option options to the neighborhood.",0,0,
2,0.031746032,0,2436,283,"More physically separated bike lanes on city streets, A secure bike parking facility at 30th Street Station, More bike parking in the neighborhoods, Public bicycles available for sharing at a minimum fee, A riverfront trail from Bartram's Garden to City Center\nWe need a complete and unbroken infrastructure grid for bicycles. This already exists for motorized vehicles and to a lesser degree public transportation.",0,0,
8,0.075471698,0,2436,184,"Removing the right lane of parking on Chestnut Street from 40th to the river to create separate bus and bike lanes, Increasing financial incentives for employees in University City to take transit, Other (explain in comment)\nChestnut street could lose a travel lane as well so the bike and bus lanes could be physically separated. Paying people to take transit is a great idea. 
Improving transit service from areas where the connections to USW are indirect would have the greatest impact. For example. The prospect of a 3 seat ride from NJ (bus+PATCO+MFL) means that many employees will continue to drive unless this problem can be solved.",0,0,
2,0.066666667,1,2436,182,"Yes\nI would use the facility. Security for your bike is a key but other amenities such as rentals, sale of accessories and repairs will make the facility even more useful.",1,0,
0,0,0,2436,129,Keswick Cycles is the newest bike shop in the area.,0,0,
0,0,0,2436,127,Did not attend,0,0,
0,0,0,2436,124,Southwest will continue to decline until the neighborhood turns around.,0,0,
0,0,0,2436,121,"[[[39.94494537828298, -75.19834237670898]]]\nUniversity Ave/34th St between Schuylkill Expressway and Spruce St.",0,0,
1,0.045454545,0,2436,119,Regional Rail\nUniversity City Station is very close to CHOP. Unfortunately Health Sciences Drive was not constructed with bike lanes or adequate sidewalks.,0,0,
1,0.125,0,2436,117,"Yes, from time to time.\nBy bicycle or trolley.",0,0,
0,0,3,2436,112,"[[[39.938167322806464, -75.2312155303955]]]\n58th Street Corridor, it would complement the new greenway going through the neighborhood.",2,1,"58th does have the farmer's market when seasonal, but the Save-A-Lot is awful!"
1,1,0,2436,111,Yes,0,0,
0,0,0,2436,110,"There are large eds and meds institutions in the University City Area. Upenn, Drexel, CHOP are a few examples",0,0,
0,0,0,2436,108,"[[[39.95548403169857, -75.18203454851778]]]\n30th Street Station, to take Amtrak, SEPTA or NJ TRANSIT.",0,0,
2,0.166666667,0,2436,107,None\nI haven't had the opportunity to visit rec center in the neighborhood.,0,0,
0,0,7,2436,106,"Bartram's Garden, a green oasis among brownfields.",6,1,what a stunning contrast between the garden and the machine. 
1,0.166666667,0,3396,142,"Postage/Parcel, Big Box Store (ex. Target)",0,0,
8,0.126984127,1,3504,171,"If Marcel isn't surrounded by other businesses or housing options, he's never going to get foot traffic, no matter how many lights or sidewalks the city installs. Re-zoning for higher density might help. However, if developers aren't interested right away, I might just help him move. Better to keep the business in the city than see it shut down or move to... Jersey...[shudder]...",1,0,
4,0.121212121,1,3504,169,"Yes\nI run and bike quite a bit. It would be useful, not only for better exercise further from exhaust fumes, but also for commuting from USW to CC and the Art Museum area.",1,0,
0,0,0,3504,167,"[[[39.95178855887008, -75.23705201721191]]]\nI would guess this area is dangerous and does not have many amenities (shops, parks, entertainment options) that I would normally visit.",0,0,
2,0.064516129,0,3504,162,"This is a tough one. I think SEPTA offers special senior/disabled transportation options, perhaps she could take bettter advantage of that. I don't think Kingsessing is going to change anytime soon...",0,0,
4,0.066666667,1,3504,161,"Again, mixed-use commercial/housing would be great. The parcels are near public transit and the increased supply could lower housing costs for everyone in the neighborhood. I would NOT suggest a type of housing oriented at a specific demographic (retirement, students,etc.) as some people have suggested. Having a diverse population could really start to liven up that side of Walnut/West Philly.",1,0,
9,0.09375,2,3504,159,"Mixed use housing/commercial is probably the best for this area. I know the police headquarters are going in nearby, so perhaps some businesses that contract with them will want office space in the area. Additionally, this could be a good place to put an urban Target or larger shopping complex, if the demand is there (I don't know if it is). It's between Center City, 52nd St. Corridor, and Upper Darby, so it might be a good place for some TOD to serve the shopping needs of the USW community without detracting from those other areas.",2,0,
9,0.12,2,3504,156,"Connecting buses that arrive at 30th St. station or UC station when regional rail arrives would ease a lot of suburban commuters' journeys. If they would circulate throughout the UCSW area, they could deposit commuters at their doorsteps relatively quickly. Also, allowing bikes on SEPTA regional rail during commuter hours would be helpful-- perhaps have a separate car just for bikes? Bike share at regional rail stops and popular work destinations could also be helpful.",2,0,
-4,-0.222222222,1,3504,152,"Yes\nThey're so slow! They could stop every 3 blocks, speed up quite a bit, and hardly inconvenience anyone!",1,0,
5,0.078125,1,3504,150,"Biking and public transit, while good in this area, could be improved. As the population of USW grows, we will need these types of transit that allow more and more people to move through the same amount of space. It simply isn't feasible to accomodate more cars in the area. 
It's difficult to get to South Philly or Fairmount/Art Museum area using public transit.",1,0,
7,0.086419753,1,3504,145,"We should prioritize dense housing and building along trolley routes, for exactly this reason. This will bring down the cost of living (increase supply), while expanding the user-base for SEPTA's trolley routes. The Baltimore Avenue (34 trolley) corridor is very vibrant, and some new mixed-use housing options to replace some of the decaying ones could really open up some nice places for young professionals or small families. I can definitely picture new housing along the 10, 13, and other trolleys, too.",1,0,
6,0.12244898,1,3504,142,"Groceries, Bodega, Hardware, Hair Salon\nUniversity City is definitely swamped with drug stores and convenience stores-- not really in need of more. A decent hair salon or smaller food stores (bodegas) would be nice. There's a great hardware store on 45th and Walnut, but I can't think of any others.",1,0,
0,0,3,3504,136,"I would recommend one of the denser, commercial and residential mixed use zoning districts. Density and mixed-use allows for more efficient use of space and resources (transportation, waste, etc.) and lower living costs. I wouldn't worry about how tall buildings should be or whether they ""fit with the character"" of the neighborhood. Giving developers more leeway with such issues should add to the eclectic nature of urban living and attract more development.",3,0,
0,0,4,2358,285,"Drexel Park, Penn Park, Shoemaker Green, Spruce Street Plaza\nWe spend time in all of these parks.  We play beach volleyball near the Drexel Park and the little court near Locust Walk... and some more beach volley courts would probably be used quite a bit (especially if they drained better than those at Drexel- and had real sand- unlike the makeshift court in Clark Park).  There is a big beach volley movement in Clark Park- even though there is not a space- and I can see this user-group expanding to other areas where there are facilities! 
We pass through Spruce street plaza- but it hardly a park just because it has grass.... there's nothing functional you can do there.  And  Shoemaker Green is a suntanning spot in between classes- but not much more.
Penn Park is where we play tennis at night- but if you are not a student- you have to pay to play (bummer- maybe something could be worked out to make better use of the courts for the registered public during off hours?)",4,0,
17,0.136,2,2358,195,"A new park along the Schuylkill River near Bartram's garden\nIf I had to rank these, I would choose the new park and then the 40th street portal as a close second.  This neighborhood hurts for park space and long running trails.  It gets a bit old to do laps in the cemetery or Clark Park- and it is a long schlep down to MLK and Kelly drive.  A nice park connecting us to Bartram's Garden and all the great energy with the new horticulture center out there would be a fabulous asset- and one that could easily be expanded to connect our neighborhood better with Cobbs Creek... which, which a little more traffic and motivated users could become a great recreation area.",2,0,
7,0.08045977,4,2358,197,"[[[39.95001202970043, -75.18821435546874]]]\nI would not use a bike share... the only time I have used one is when I was a tourist visiting a new city and I did not have my own bike.  For this reason, I think a bikeshare hub at 30th street station (or the art museum) would be a great way to promote daytrippers wanting to see the city- or commuters who need to get to work at CHOP (heck, maybe it would help that empathy question guy who commutes in from Radnor).",3,1,Much better than my thought. I'd like to change my comment and use yours :)
15,0.080213904,1,2358,175,"I tend to be pretty snooty about shopping local over shopping at chains- but who knows if Marcel is competing or complementing the traffic that would already come from the big stores??  Not me.
I can say that I would rather see big, vacant buildings re-purposed (like Manakeesh did on 44th and Walnut, http://www.manakeeshcafe.com/)- than greenfield development where we could have some much-needed pocket parks, dog parks and greenspace.  The dog park at 48th and Chester in Squirrel Hill is another brilliant use of a vacant lot that ensures eyes on the street and builds community (http://www.chesteravenuedogpark.com/Default.aspx?pageId=708038).  And there are loads of old churches and cathedrals that could re-purpose to be daycare centers or have street-level retail.  Calvary Church at 48th and Baltimore has a thriving daycare in the basement- as well as a theater group.  It would be wonderful if that same multi-use creativity could be applied to some of the giant, beautiful, well-built and largely empty churches through-out our neighborhood.  Perhaps Marcel could approach one of these churches about setting up his business in their building- with a lower rent?
",1,0,
2,0.013422819,4,2358,179,"I do most of my shopping locally on foot, by bike, or on the trolley\nDoing shopping by trolley is a pain only because there is so little room on the trolleys and buses.  If we had new trolleys or new buses, we should aim to have more space for people to take their strollers and grocery bags.  It would be great to have a raised curb/platform so that we can wheel these items directly onto the bus and will not have to negotiate trying to heft the stroller or bags over the awkward handrails and onto a bus/trolley with no storage space (see image).  Also, it would be great if dogs were allows on public transit- if we want to go to the riverfront trails with our dog, we have to drive.  
If we could take the above-mentioned style of bus/trolley to IKEA- we would.",4,0,
7,0.0875,1,2358,173,"[[[39.88773858623304, -75.2543039855957]]]\nHomes near natural amenities tend to have a higher value- and would give the city more in property taxes.  Also, personally, I would like to live on or very near a nature reserve.... the same goes for Bartram's Garden.  I know there is a public housing project there now, but I feel that if the schools were better- middle-income people would flock to that area- and that would only benefit the public housing families and public schools.",1,0,
